"hhid","Income","FamSize","college","retired","cluster","choice","PPkStk","PBBStk","PFlStk","PHseStk","PGenStk","PImpStk","PSSTub","PPkTub","PFlTub","PHseTub"
2128926,32.5,4,1,0,6,1,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2128926,32.5,4,1,0,6,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128926,32.5,4,1,0,6,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2128926,32.5,4,1,0,6,8,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2128926,32.5,4,1,0,6,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2128926,32.5,4,1,0,6,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2128926,32.5,4,1,0,6,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2128926,32.5,4,1,0,6,8,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129015,27.5,3,0,0,1,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129015,27.5,3,0,0,1,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129015,27.5,3,0,0,1,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129015,27.5,3,0,0,1,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129015,27.5,3,0,0,1,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129015,27.5,3,0,0,1,1,0.25,0.61,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129015,27.5,3,0,0,1,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129056,27.5,3,0,0,1,2,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2129056,27.5,3,0,0,1,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2129155,42.5,5,0,0,8,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.5
2129155,42.5,5,0,0,8,1,0.62,0.76,1.09,0.57,0.33,0.89,0.85,1.09,1.18,0.59
2129155,42.5,5,0,0,8,1,0.62,0.61,1.04,0.28,0.36,0.74,0.65,1.09,1.19,0.59
2129155,42.5,5,0,0,8,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129155,42.5,5,0,0,8,1,0.5,0.58,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
2129155,42.5,5,0,0,8,1,0.58,0.44,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2129155,42.5,5,0,0,8,1,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.56
2129155,42.5,5,0,0,8,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2129155,42.5,5,0,0,8,1,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2129239,27.5,5,0,0,1,1,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2129239,27.5,5,0,0,1,4,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129239,27.5,5,0,0,1,5,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129346,7.5,1,0,1,3,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129346,7.5,1,0,1,3,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129346,7.5,1,0,1,3,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129346,7.5,1,0,1,3,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129346,7.5,1,0,1,3,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2129346,7.5,1,0,1,3,1,0.29,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2129346,7.5,1,0,1,3,2,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129379,42.5,3,1,0,8,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129379,42.5,3,1,0,8,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129379,42.5,3,1,0,8,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129379,42.5,3,1,0,8,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129379,42.5,3,1,0,8,4,0.5,0.5,0.99,0.19,0.34,0.72,0.85,1.08,1.19,0.74
2129379,42.5,3,1,0,8,1,0.58,0.58,0.99,0.45,0.33,0.79,0.89,1.09,1.19,0.68
2129379,42.5,3,1,0,8,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2129379,42.5,3,1,0,8,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129551,17.5,2,0,1,7,1,0.63,0.67,0.99,0.57,0.36,0.87,0.85,1.09,1.15,0.59
2129551,17.5,2,0,1,7,1,0.62,0.61,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2129551,17.5,2,0,1,7,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129551,17.5,2,0,1,7,1,0.58,0.58,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2129551,17.5,2,0,1,7,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129551,17.5,2,0,1,7,2,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2129551,17.5,2,0,1,7,1,0.29,0.45,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2129551,17.5,2,0,1,7,2,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2129569,12.5,4,1,0,9,5,0.63,0.66,0.99,0.57,0.36,0.89,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,5,0.63,0.66,0.99,0.57,0.36,0.89,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,1,0.63,0.67,1,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,1,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,1,0.29,0.28,0.95,0.58,0.36,0.63,0.79,1.09,1.19,0.59
2129569,12.5,4,1,0,9,1,0.62,0.76,1.09,0.57,0.33,0.89,0.85,1.09,1.18,0.59
2129569,12.5,4,1,0,9,2,0.62,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,1.04,0.29,0.36,0.74,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.57,0.36,0.77,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.57,0.36,0.71,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.58,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129569,12.5,4,1,0,9,2,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,2,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,2,0.58,0.58,0.99,0.25,0.25,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,1,0.58,0.58,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,1,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,2,0.58,0.58,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2129569,12.5,4,1,0,9,4,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2129569,12.5,4,1,0,9,2,0.58,0.5,0.99,0.45,0.33,0.69,0.79,1.07,1.19,0.56
2129767,22.5,2,1,0,4,1,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2129767,22.5,2,1,0,4,5,0.5,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2129767,22.5,2,1,0,4,1,0.5,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2129767,22.5,2,1,0,4,5,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2129767,22.5,2,1,0,4,4,0.62,0.5,1.13,0.57,0.36,0.93,0.85,1.16,1.19,0.59
2129767,22.5,2,1,0,4,4,0.62,0.5,1.09,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2129767,22.5,2,1,0,4,5,0.62,0.53,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2129767,22.5,2,1,0,4,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129767,22.5,2,1,0,4,5,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129767,22.5,2,1,0,4,5,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129767,22.5,2,1,0,4,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2129767,22.5,2,1,0,4,2,0.58,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129767,22.5,2,1,0,4,2,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129767,22.5,2,1,0,4,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129767,22.5,2,1,0,4,5,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129767,22.5,2,1,0,4,1,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129767,22.5,2,1,0,4,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2129767,22.5,2,1,0,4,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129767,22.5,2,1,0,4,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2129767,22.5,2,1,0,4,4,0.58,0.58,0.99,0.29,0.33,0.7,0.79,1.07,1.19,0.57
2129767,22.5,2,1,0,4,1,0.39,0.51,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2129767,22.5,2,1,0,4,4,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129833,22.5,4,0,1,2,1,0.29,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.47
2129833,22.5,4,0,1,2,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2129833,22.5,4,0,1,2,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2129833,22.5,4,0,1,2,4,0.62,0.61,0.99,0.29,0.37,0.75,0.85,1.09,1.19,0.59
2129833,22.5,4,0,1,2,5,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
2129833,22.5,4,0,1,2,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129833,22.5,4,0,1,2,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129833,22.5,4,0,1,2,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129833,22.5,4,0,1,2,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2129833,22.5,4,0,1,2,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129833,22.5,4,0,1,2,5,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129833,22.5,4,0,1,2,5,0.58,0.65,0.99,0.25,0.34,0.72,0.85,1.07,1.19,0.59
2129833,22.5,4,0,1,2,4,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2129833,22.5,4,0,1,2,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129833,22.5,4,0,1,2,4,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2129833,22.5,4,0,1,2,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2129833,22.5,4,0,1,2,2,0.58,0.25,0.99,0.29,0.33,0.69,0.82,1.07,1.19,0.59
2129833,22.5,4,0,1,2,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2129833,22.5,4,0,1,2,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2129833,22.5,4,0,1,2,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2130088,17.5,2,0,1,7,3,0.62,0.61,1.09,0.57,0.34,0.83,0.85,1.09,1.19,0.59
2130088,17.5,2,0,1,7,3,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2130088,17.5,2,0,1,7,3,0.58,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2130088,17.5,2,0,1,7,3,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2130112,47.5,1,1,0,8,9,0.58,0.58,0.99,0.25,0.25,0.72,0.85,1.07,1.19,0.59
2130229,22.5,3,0,0,4,4,0.63,0.59,1.13,0.57,0.45,0.94,0.85,0.99,1.14,0.65
2130229,22.5,3,0,0,4,4,0.58,0.59,1.1,0.57,0.45,0.93,0.85,0.98,1.18,0.56
2130229,22.5,3,0,0,4,5,0.66,0.59,0.99,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2130229,22.5,3,0,0,4,1,0.19,0.59,0.99,0.57,0.35,0.93,0.85,1.09,1.19,0.59
2130229,22.5,3,0,0,4,1,0.19,0.59,0.99,0.57,0.35,0.93,0.85,1.09,1.19,0.59
2130229,22.5,3,0,0,4,4,0.62,0.5,0.99,0.28,0.36,0.75,0.85,1.1,1.19,0.59
2130229,22.5,3,0,0,4,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2130229,22.5,3,0,0,4,1,0.46,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2130229,22.5,3,0,0,4,4,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2130229,22.5,3,0,0,4,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2130229,22.5,3,0,0,4,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2130229,22.5,3,0,0,4,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2130229,22.5,3,0,0,4,4,0.58,0.65,0.99,0.25,0.34,0.72,0.85,1.07,1.19,0.59
2130229,22.5,3,0,0,4,4,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2130229,22.5,3,0,0,4,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.55
2130229,22.5,3,0,0,4,1,0.39,0.58,1,0.29,0.33,0.69,0.79,1.09,1.2,0.56
2130229,22.5,3,0,0,4,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2130302,27.5,1,1,0,1,5,0.63,0.67,0.99,0.57,0.49,0.78,0.98,1.16,1.17,0.5
2130302,27.5,1,1,0,1,3,0.62,0.61,0.99,0.45,0.33,0.75,0.65,1.18,1.19,0.59
2130302,27.5,1,1,0,1,2,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2130419,27.5,4,0,0,1,7,0.63,0.59,0.99,0.57,0.36,0.88,0.85,1.09,1.19,0.59
2130419,27.5,4,0,0,1,7,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2130419,27.5,4,0,0,1,7,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2130419,27.5,4,0,0,1,7,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2130419,27.5,4,0,0,1,7,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2130674,55,4,1,0,10,8,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2130674,55,4,1,0,10,8,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.71
2130674,55,4,1,0,10,8,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2130674,55,4,1,0,10,8,0.5,0.39,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
2130674,55,4,1,0,10,8,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2130674,55,4,1,0,10,8,0.58,0.44,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2130674,55,4,1,0,10,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2130674,55,4,1,0,10,1,0.58,0.58,0.99,0.29,0.33,0.7,0.85,1.07,1.19,0.57
2130674,55,4,1,0,10,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2130674,55,4,1,0,10,1,0.29,0.51,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2130849,37.5,4,1,0,8,10,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2130849,37.5,4,1,0,8,10,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2130849,37.5,4,1,0,8,10,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2130849,37.5,4,1,0,8,7,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2130849,37.5,4,1,0,8,7,0.58,0.25,0.99,0.29,0.34,0.72,0.5,1.07,1.19,0.59
2130849,37.5,4,1,0,8,7,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.56
2130849,37.5,4,1,0,8,7,0.29,0.5,0.99,0.29,0.33,0.69,0.56,1.09,1.19,0.56
2130849,37.5,4,1,0,8,7,0.39,0.5,0.99,0.29,0.34,0.69,0.56,1.07,1.19,0.56
2131136,32.5,3,1,0,6,2,0.58,0.58,0.99,0.29,0.33,0.7,0.5,1.07,1.19,0.57
2131201,17.5,2,0,1,7,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2131201,17.5,2,0,1,7,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2131201,17.5,2,0,1,7,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2131201,17.5,2,0,1,7,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2131201,17.5,2,0,1,7,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2131201,17.5,2,0,1,7,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2131201,17.5,2,0,1,7,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2131250,22.5,2,0,0,4,7,0.63,0.59,1.09,0.57,0.45,0.94,0.85,0.98,1.17,0.59
2131250,22.5,2,0,0,4,7,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2131250,22.5,2,0,0,4,7,0.66,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.34,0.33
2131250,22.5,2,0,0,4,7,0.63,0.59,0.99,0.57,0.36,0.88,0.85,1.09,1.19,0.59
2131250,22.5,2,0,0,4,7,0.62,0.61,1.09,0.57,0.34,1.07,0.85,1.09,1.19,0.59
2131250,22.5,2,0,0,4,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2131250,22.5,2,0,0,4,7,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2131250,22.5,2,0,0,4,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2131250,22.5,2,0,0,4,7,0.25,0.6,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
2131250,22.5,2,0,0,4,4,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2131250,22.5,2,0,0,4,7,0.5,0.58,0.99,0.19,0.34,0.72,0.85,1.07,1.19,0.59
2131250,22.5,2,0,0,4,7,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2131250,22.5,2,0,0,4,7,0.58,0.55,0.99,0.37,0.34,0.72,0.85,1.07,1.19,0.59
2131250,22.5,2,0,0,4,4,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2131250,22.5,2,0,0,4,7,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2131250,22.5,2,0,0,4,7,0.39,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2131250,22.5,2,0,0,4,7,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2131292,22.5,5,0,0,2,5,0.63,0.67,1.08,0.57,0.53,0.77,0.73,0.98,1.17,0.5
2131292,22.5,5,0,0,2,4,0.62,0.61,0.99,0.29,0.37,0.75,0.85,1.09,1.19,0.59
2131292,22.5,5,0,0,2,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2131318,22.5,2,0,1,4,8,0.63,0.67,1.09,0.57,0.36,0.91,0.85,1.09,1.19,0.55
2131318,22.5,2,0,1,4,8,0.62,0.61,1.09,0.57,0.33,0.84,0.84,1.09,1.2,0.59
2131318,22.5,2,0,1,4,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2131318,22.5,2,0,1,4,8,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2131318,22.5,2,0,1,4,8,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2131318,22.5,2,0,1,4,8,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2131466,22.5,2,0,0,4,7,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2131466,22.5,2,0,0,4,5,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2131466,22.5,2,0,0,4,7,0.5,0.58,0.99,0.45,0.33,0.71,0.85,1.07,1.19,0.59
2131466,22.5,2,0,0,4,2,0.5,0.58,0.99,0.19,0.34,0.72,0.85,1.07,1.19,0.59
2131466,22.5,2,0,0,4,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2131466,22.5,2,0,0,4,4,0.58,0.5,0.99,0.3,0.33,0.72,0.85,1.07,1.19,0.59
2131466,22.5,2,0,0,4,7,0.58,0.58,0.99,0.29,0.34,0.69,0.5,1.12,1.19,0.56
2131557,22.5,2,0,0,4,1,0.29,0.67,1.09,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2131557,22.5,2,0,0,4,2,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2131557,22.5,2,0,0,4,2,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2131623,42.5,6,1,0,8,10,0.63,0.58,0.95,0.57,0.53,0.77,0.65,0.98,1.17,0.59
2131623,42.5,6,1,0,8,7,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2131623,42.5,6,1,0,8,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2131623,42.5,6,1,0,8,7,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2131623,42.5,6,1,0,8,7,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2131623,42.5,6,1,0,8,7,0.5,0.39,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2131631,22.5,1,0,0,4,8,0.62,0.5,1.09,0.57,0.33,0.78,0.85,1.09,1.19,0.59
2131631,22.5,1,0,0,4,8,0.62,0.5,0.99,0.29,0.36,0.75,0.85,1.09,1.19,0.59
2131631,22.5,1,0,0,4,8,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2131631,22.5,1,0,0,4,1,0.5,0.58,0.99,0.19,0.33,0.69,0.85,1.07,1.19,0.59
2131631,22.5,1,0,0,4,8,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2131631,22.5,1,0,0,4,8,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2131664,17.5,1,0,1,7,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2131664,17.5,1,0,1,7,7,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2131664,17.5,1,0,1,7,4,0.39,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2131664,17.5,1,0,1,7,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
